,name,description,member
47662,BARX2,STAP2,colon
47663,BARX2,MPND,colon
47664,BARX2,SH3GL1,colon
47665,BARX2,CHAF1A,colon
47666,BARX2,KHSRP,colon
47667,BARX2,MIR6791,colon
47668,BARX2,GPR108,colon
47669,BARX2,TRIP10,colon
47670,BARX2,CDKN2D,colon
47671,BARX2,SPC24,colon
47672,BARX2,ZNF823,colon
47673,BARX2,ZNF44,colon
47674,BARX2,ZNF563,colon
47675,BARX2,ILVBL,colon
47676,BARX2,AC003956.1,colon
47677,BARX2,AKAP8L,colon
47678,BARX2,BABAM1,colon
47679,BARX2,CTD-2278I10.6,colon
47681,BARX2,DDA1,colon
47682,BARX2,ABHD8,colon
47683,BARX2,ANO8,colon
47684,BARX2,GTPBP3,colon
47685,BARX2,ALKBH6,colon
47686,BARX2,AC002116.8,colon
47687,BARX2,AC002116.7,colon
47688,BARX2,THAP8,colon
47689,BARX2,WDR62,colon
47690,BARX2,LIPE-AS1,colon
47691,BARX2,LIPE,colon
47693,BARX2,CCDC61,colon
47694,BARX2,TMEM143,colon
47695,BARX2,SYNGR4,colon
47696,BARX2,PIH1D1,colon
47697,BARX2,ALDH16A1,colon
47698,BARX2,RPL13A,colon
47699,BARX2,SNORD32A,colon
47700,BARX2,UBE2S,colon
47701,BARX2,ISOC2,colon
47702,BARX2,ZNF837,colon
47703,BARX2,RPS5,colon
47707,BARX2,ZNF584,colon
47709,BARX2,PEX16,colon
47710,BARX2,PC,colon
47711,BARX2,TMEM134,colon
47712,BARX2,PITPNM1,colon
47713,BARX2,CDK2AP2,colon
47714,BARX2,UCP2,colon
47716,BARX2,HMBS,colon
47717,BARX2,H2AFX,colon
47719,BARX2,C2CD2L,colon
47720,BARX2,HINFP,colon
47721,BARX2,RP11-961A15.3,colon
47722,BARX2,PRPF8,colon
47723,BARX2,MIR22,colon
47724,BARX2,MIR22HG,colon
47725,BARX2,WDR81,colon
47726,BARX2,PER1,colon
47728,BARX2,C17orf59,colon
47730,BARX2,AURKB,colon
47731,BARX2,ZNHIT3,colon
47732,BARX2,CDC6,colon
47733,BARX2,RARA,colon
47734,BARX2,TOP2A,colon
47735,BARX2,JUP,colon
47736,BARX2,MPP2,colon
47737,BARX2,GRN,colon
47738,BARX2,RP11-6N17.4,colon
47739,BARX2,SP2,colon
47740,BARX2,SP2-AS1,colon
47741,BARX2,PNPO,colon
47742,BARX2,RP11-6N17.9,colon
47743,BARX2,CDK5RAP3,colon
47744,BARX2,TEX2,colon
47745,BARX2,HN1,colon
47746,BARX2,H3F3B,colon
47747,BARX2,UBALD2,colon
47748,BARX2,RP11-318A15.2,colon
47749,BARX2,VCP,colon
47750,BARX2,FANCG,colon
47751,BARX2,SCAI,colon
47752,BARX2,C9orf117,colon
47753,BARX2,PTRH1,colon
47754,BARX2,TTC16,colon
47755,BARX2,TRAF2,colon
47756,BARX2,LCN12,colon
47757,BARX2,GNA12,colon
47758,BARX2,FAM126A,colon
47759,BARX2,ZNF138,colon
47760,BARX2,PTCD1,colon
47761,BARX2,CPSF4,colon
47763,BARX2,ATP5J2,colon
47764,BARX2,ATP5J2-PTCD1,colon
47765,BARX2,ZNF789,colon
47766,BARX2,ZNF394,colon
47767,BARX2,ZKSCAN5,colon
47768,BARX2,CREB3L2,colon
47769,BARX2,AKR1D1,colon
47770,BARX2,ZNF862,colon
47772,BARX2,C2orf44,colon
47774,BARX2,HNRNPLL,colon
47775,BARX2,RP11-287D1.2,colon
47776,BARX2,MTHFD2,colon
47777,BARX2,HJURP,colon
47778,BARX2,LTN1,colon
47779,BARX2,USP16,colon
47780,BARX2,RP1-100J12.1,colon
47781,BARX2,SLC37A1,colon
47782,BARX2,RSPH1,colon
47783,BARX2,AP001625.4,colon
47784,BARX2,IFT27,colon
47785,BARX2,L3MBTL2,colon
47786,BARX2,TOB2,colon
47787,BARX2,PHF5A,colon
47788,BARX2,ACO2,colon
47789,BARX2,CENPM,colon
47790,BARX2,TMEM14C,colon
47793,BARX2,HIST1H1A,colon
47794,BARX2,HIST1H3A,colon
47795,BARX2,HIST1H4A,colon
47796,BARX2,HIST1H4B,colon
47797,BARX2,HIST1H3B,colon
47798,BARX2,HIST1H2AB,colon
47799,BARX2,HIST1H2BB,colon
47800,BARX2,U91328.2,colon
47801,BARX2,HIST1H3C,colon
47803,BARX2,BTN2A3P,colon
47804,BARX2,BTN2A1,colon
47805,BARX2,RPL35AP4,colon
47806,BARX2,KIFC1,colon
47808,BARX2,CUTA,colon
47809,BARX2,SYNGAP1,colon
47810,BARX2,ZBTB9,colon
47811,BARX2,XXbac-BPG294E21.9,colon
47812,BARX2,AMD1,colon
47813,BARX2,CDK19,colon
47814,BARX2,ITFG2,colon
47815,BARX2,TULP3,colon
47816,BARX2,PTMS,colon
47817,BARX2,RND1,colon
47818,BARX2,LMBR1L,colon
47819,BARX2,ITGA7,colon
47820,BARX2,RP11-644F5.10,colon
47821,BARX2,BLOC1S1,colon
47822,BARX2,SARNP,colon
47823,BARX2,TMEM194A,colon
47824,BARX2,MDM1,colon
47825,BARX2,GALNT4,colon
47826,BARX2,POC1B,colon
47827,BARX2,RP11-734K2.4,colon
47828,BARX2,POC1B-GALNT4,colon
47829,BARX2,TRAFD1,colon
47830,BARX2,TCTN2,colon
47831,BARX2,IVD,colon
47832,BARX2,OIP5-AS1,colon
47833,BARX2,OIP5,colon
47834,BARX2,NUSAP1,colon
47835,BARX2,LACTB,colon
47836,BARX2,ARID3B,colon
47837,BARX2,CLK3,colon
47839,BARX2,EDC3,colon
47840,BARX2,ZFAND6,colon
47841,BARX2,WHAMM,colon
47842,BARX2,ZNF774,colon
47843,BARX2,PDZD7,colon
47844,BARX2,SFXN3,colon
47845,BARX2,GBF1,colon
125718,CAMTA2,LRRC23,colon
125719,CAMTA2,U47924.27,colon
125720,CAMTA2,MIR200C,colon
125721,CAMTA2,MIR141,colon
125722,CAMTA2,U47924.29,colon
125723,CAMTA2,LOH12CR2,colon
125724,CAMTA2,LOH12CR1,colon
125725,CAMTA2,RPL13AP20,colon
125726,CAMTA2,GPRC5A,colon
125727,CAMTA2,NR4A1,colon
125728,CAMTA2,TSPAN31,colon
125729,CAMTA2,ATAT1,colon
125730,CAMTA2,HSD17B8,colon
125731,CAMTA2,LAGE3,colon
125732,CAMTA2,PRSS3,colon
125733,CAMTA2,UBE2R2,colon
125734,CAMTA2,UBE2R2-AS1,colon
125735,CAMTA2,FAM102A,colon
125736,CAMTA2,WDR34,colon
125737,CAMTA2,SET,colon
125738,CAMTA2,LCN12,colon
125739,CAMTA2,HSD3B7,colon
125740,CAMTA2,CHD9,colon
125741,CAMTA2,GPR124,colon
125742,CAMTA2,SQSTM1,colon
125743,CAMTA2,TRAK1,colon
125744,CAMTA2,CCDC51,colon
125745,CAMTA2,TMA7,colon
125746,CAMTA2,SHISA5,colon
125747,CAMTA2,IP6K1,colon
125748,CAMTA2,TWF2,colon
125749,CAMTA2,RP5-1157M23.2,colon
125750,CAMTA2,GLYCTK,colon
125751,CAMTA2,WDR82,colon
125752,CAMTA2,DVL1,colon
125753,CAMTA2,MXRA8,colon
125754,CAMTA2,PEX10,colon
125756,CAMTA2,LYPLA2,colon
125757,CAMTA2,GALE,colon
125758,CAMTA2,RP11-359K18.3,colon
125759,CAMTA2,UAP1,colon
125760,CAMTA2,CSRP1,colon
125761,CAMTA2,RP11-134G8.7,colon
125762,CAMTA2,RNPEP,colon
125763,CAMTA2,ELF3,colon
125764,CAMTA2,RP11-510N19.5,colon
125765,CAMTA2,RP11-510N19.2,colon
125766,CAMTA2,RP11-61J19.5,colon
125767,CAMTA2,UPP1,colon
125768,CAMTA2,MAP4K5,colon
125769,CAMTA2,ATL1,colon
125770,CAMTA2,ZC2HC1C,colon
125771,CAMTA2,ACYP1,colon
125772,CAMTA2,RP11-517P14.2,colon
125773,CAMTA2,DDIT4,colon
125774,CAMTA2,RP11-442H21.2,colon
125775,CAMTA2,COMTD1,colon
125776,CAMTA2,ANXA11,colon
125777,CAMTA2,LINC00857,colon
125778,CAMTA2,GSTO1,colon
125779,CAMTA2,TAF6L,colon
125780,CAMTA2,RP11-727F15.11,colon
125781,CAMTA2,MIR192,colon
125782,CAMTA2,MIR194-2,colon
125783,CAMTA2,MIR194-2,colon
125784,CAMTA2,ATG2A,colon
125787,CAMTA2,PPP2R5B,colon
125788,CAMTA2,SIK3,colon
125789,CAMTA2,AP000936.4,colon
125790,CAMTA2,SOS1,colon
125791,CAMTA2,VPS54,colon
125792,CAMTA2,AC022201.5,colon
125793,CAMTA2,FAM136A,colon
125794,CAMTA2,SFT2D3,colon
125795,CAMTA2,SPEG,colon
125796,CAMTA2,PTMA,colon
125797,CAMTA2,U4,colon
125798,CAMTA2,TMEM211,colon
125799,CAMTA2,KIAA1671,colon
125800,CAMTA2,RP11-9F11.3,colon
125801,CAMTA2,NIPSNAP1,colon
125802,CAMTA2,MTFP1,colon
125803,CAMTA2,CARD10,colon
125804,CAMTA2,CDC42EP1,colon
125805,CAMTA2,CITF22-92A6.1,colon
125808,CAMTA2,SCO2,colon
125809,CAMTA2,TYMP,colon
125810,CAMTA2,ODF3B,colon
125814,CAMTA2,POLRMT,colon
125816,CAMTA2,MIDN,colon
125817,CAMTA2,CIRBP,colon
125818,CAMTA2,CIRBP-AS1,colon
125819,CAMTA2,C19orf24,colon
125820,CAMTA2,EFNA2,colon
125821,CAMTA2,SGTA,colon
125822,CAMTA2,THOP1,colon
125823,CAMTA2,C19orf66,colon
125827,CAMTA2,P2RY11,colon
125829,CAMTA2,CDKN2D,colon
125830,CAMTA2,BCL3,colon
125831,CAMTA2,RRBP1,colon
125832,CAMTA2,MGST2,colon
125833,CAMTA2,CLUH,colon
125834,CAMTA2,RP11-74E22.3,colon
125835,CAMTA2,DUS1L,colon
125836,CAMTA2,TRIM69,colon
125837,CAMTA2,DUT,colon
125838,CAMTA2,RP11-154J22.1,colon
125839,CAMTA2,ARID3B,colon
125840,CAMTA2,CLK3,colon
125848,CASP8AP2,HM13-AS1,colon
125850,CASP8AP2,RP4-621N11.2,colon
125851,CASP8AP2,RBL1,colon
125852,CASP8AP2,NTAN1,colon
125853,CASP8AP2,TRAF2,colon
125854,CASP8AP2,FBXW5,colon
125855,CASP8AP2,C8G,colon
125857,CASP8AP2,U91328.19,colon
125858,CASP8AP2,U91328.21,colon
125861,CASP8AP2,HIST1H1A,colon
125862,CASP8AP2,HIST1H3A,colon
125863,CASP8AP2,HIST1H4A,colon
125864,CASP8AP2,HIST1H4B,colon
125865,CASP8AP2,HIST1H3B,colon
125866,CASP8AP2,HIST1H2AB,colon
125867,CASP8AP2,HIST1H2BB,colon
125868,CASP8AP2,U91328.2,colon
125869,CASP8AP2,HIST1H3C,colon
125870,CASP8AP2,HIST1H1C,colon
125871,CASP8AP2,HIST1H2BC,colon
125872,CASP8AP2,HIST1H2AC,colon
125873,CASP8AP2,HIST1H1E,colon
125874,CASP8AP2,HIST1H2BD,colon
125875,CASP8AP2,LARP1P1,colon
125876,CASP8AP2,HIST1H2BE,colon
125877,CASP8AP2,HIST1H4D,colon
125878,CASP8AP2,HIST1H1PS1,colon
125879,CASP8AP2,HIST1H3D,colon
125880,CASP8AP2,HIST1H2AD,colon
125881,CASP8AP2,HIST1H2BF,colon
125882,CASP8AP2,RP1-34B20.4,colon
125883,CASP8AP2,HIST1H4E,colon
125884,CASP8AP2,HIST1H2BG,colon
125885,CASP8AP2,HIST1H2AE,colon
125886,CASP8AP2,RP1-34B20.19,colon
125887,CASP8AP2,HIST1H3E,colon
125888,CASP8AP2,HIST1H2APS3,colon
125889,CASP8AP2,HIST1H1D,colon
125890,CASP8AP2,COX19,colon
125891,CASP8AP2,CDK6,colon
125892,CASP8AP2,RAB29,colon
125893,CASP8AP2,MYO18A,colon
125894,CASP8AP2,AC008781.7,colon
125895,CASP8AP2,DIAPH1,colon
125896,CASP8AP2,BOD1,colon
125897,CASP8AP2,IFRD2,colon
125898,CASP8AP2,TMEM115,colon
125899,CASP8AP2,FLNB,colon
125900,CASP8AP2,RFX2,colon
125901,CASP8AP2,MIR6791,colon
125902,CASP8AP2,GPR108,colon
125903,CASP8AP2,TRIP10,colon
125904,CASP8AP2,ANGPTL6,colon
125905,CASP8AP2,DNMT1,colon
125906,CASZ1,HMGCS1,colon
132997,CBX3,RP11-893F2.15,colon
133944,CBX3,MIR29B1,colon
134214,CBX3,FAM69B,colon
136855,CBX3,EFNA1,colon
137057,CBX3,LINC00184,colon
138472,CBX3,RNU6-552P,colon
138540,CBX3,LINC00677,colon
138558,CBX3,CEP104,colon
138559,CBX3,EIF2B3,colon
138561,CBX3,RP11-465K1.2,colon
138562,CBX3,PTPN22,colon
138563,CBX3,CGN,colon
138564,CBX3,RASAL2-AS1,colon
138565,CBX3,RASAL2,colon
138567,CBX3,RNU6-968P,colon
138568,CBX3,RNU6ATAC38P,colon
138569,CBX3,CYP24A1,colon
138570,CBX3,CTNND1,colon
138572,CBX3,RP11-867G23.12,colon
138573,CBX3,MIR3165,colon
138574,CBX3,SYTL2,colon
138575,CBX3,YAP1,colon
138576,CBX3,RP11-864G5.1,colon
138578,CBX3,MIR100,colon
138579,CBX3,RP11-820L6.1,colon
138580,CBX3,AC012065.5,colon
138582,CBX3,FOSL2,colon
138583,CBX3,FLJ31356,colon
138584,CBX3,HSPE1P13,colon
138585,CBX3,AC073215.1,colon
138586,CBX3,HECW2,colon
138587,CBX3,AOX2P,colon
138588,CBX3,CASP8,colon
138589,CBX3,ABR,colon
138591,CBX3,MIR21,colon
138592,CBX3,RNU6-450P,colon
138593,CBX3,RP1-90J20.10,colon
138594,CBX3,HLA-W,colon
138595,CBX3,LAMA4,colon
138596,CBX3,MAP3K5,colon
138597,CBX3,HIVEP2,colon
138598,CBX3,PHACTR2,colon
138599,CBX3,TCTE3,colon
138600,CBX3,ERMARD,colon
138601,CBX3,TEP1,colon
138602,CBX3,RP11-58E21.4,colon
138603,CBX3,MIR6076,colon
138604,CBX3,PTGR2,colon
138605,CBX3,RP5-1021I20.4,colon
138606,CBX3,CTD-2207P18.2,colon
138608,CBX3,COPS7A,colon
138609,CBX3,KLRK1,colon
138610,CBX3,KLRC4,colon
138611,CBX3,KLRC4-KLRK1,colon
138612,CBX3,STX8P1,colon
138613,CBX3,R3HDM2,colon
138614,CBX3,RP11-756H6.1,colon
138615,CBX3,PPM1H,colon
138616,CBX3,FAM32A,colon
138617,CBX3,Metazoa_SRP,colon
138618,CBX3,CD22,colon
138619,CBX3,PAPL;,colon
138620,CBX3,FPR2,colon
138621,CBX3,GCNT3,colon
138622,CBX3,FGFR1,colon
138623,CBX3,KLF10,colon
138624,CBX3,SYBU,colon
138625,CBX3,OSMR-AS1,colon
138626,CBX3,OSMR,colon
138627,CBX3,CTC-332L22.1,colon
138628,CBX3,MAN2A1,colon
138629,CBX3,VTRNA1-1,colon
138630,CBX3,VTRNA1-2,colon
138631,CBX3,VTRNA1-3,colon
138632,CBX3,FGF1,colon
138633,CBX3,SH3D19,colon
138634,CBX3,MEIOB,colon
138635,CBX3,MKL2,colon
138636,CBX3,CFDP1,colon
138637,CBX3,AC003075.4,colon
138638,CBX3,AHR,colon
138639,CBX3,IGF2BP3,colon
138640,CBX3,AC006159.4,colon
138641,CBX3,CPED1,colon
138642,CBX3,XXbac-B135H6.15,colon
138643,CBX3,POLDIP3,colon
138644,CBX3,RNU12,colon
138645,CBX3,U12,colon
138646,CBX3,DHTKD1,colon
138647,CBX3,MYPN,colon
138648,CBX3,SRGN,colon
138649,CBX3,Metazoa_SRP,colon
138650,CBX3,RP11-143J12.3,colon
138651,CBX3,NDUFV2,colon
138652,CBX3,ANXA1,colon
138653,CBX3,PPP6C,colon
138654,CBX3,ZNF620,colon
138655,CBX3,ARL6IP5,colon
138656,CBX3,ITGB5,colon
138657,CBX3,RP11-263I1.1,colon
138658,CBX3,RP11-329N15.3,colon
138659,CBX3,DDX50P2,colon
138660,CBX3,LEKR1,colon
138661,CBX3,TMEM212,colon
138662,CBX3,TMEM11,colon
138666,CBX3,NFKBIA,colon
138667,CBX3,CXCL2,colon
152698,CDK8,SUN1,colon
152699,CDK8,ADAP1,colon
152700,CDK8,ZFAND2A,colon
152701,CDK8,AC091729.9,colon
152702,CDK8,MICALL2,colon
152703,CDK8,AC102953.4,colon
152704,CDK8,INTS1,colon
152705,CDK8,AC102953.6,colon
152706,CDK8,MAFK,colon
152707,CDK8,TMEM184A,colon
152708,CDK8,MAD1L1,colon
152709,CDK8,SNX8,colon
152710,CDK8,LFNG,colon
152711,CDK8,MIR4648,colon
152712,CDK8,FOXK1,colon
152713,CDK8,AP5Z1,colon
152714,CDK8,RP11-1275H24.3,colon
152715,CDK8,RP11-1275H24.1,colon
152716,CDK8,CTB-161C1.1,colon
152717,CDK8,AC006483.5,colon
152718,CDK8,ACTB,colon
152719,CDK8,FSCN1,colon
152720,CDK8,DAGLB,colon
152721,CDK8,RP5-1159O4.1,colon
152722,CDK8,IGF2BP3,colon
152723,CDK8,HOXA-AS2,colon
152724,CDK8,HOXA3,colon
152725,CDK8,HOXA-AS3,colon
152726,CDK8,DPY19L1,colon
152727,CDK8,UPP1,colon
152728,CDK8,TBL2,colon
152729,CDK8,MLXIPL,colon
152730,CDK8,STX1A,colon
152731,CDK8,MIR4284,colon
152732,CDK8,LIMK1,colon
152733,CDK8,SRRM3,colon
152734,CDK8,HSPB1,colon
152735,CDK8,YWHAG,colon
152736,CDK8,AC005522.6,colon
152737,CDK8,BAIAP2L1,colon
152739,CDK8,SERPINE1,colon
152740,CDK8,AP1S1,colon
152741,CDK8,MIR4653,colon
152742,CDK8,VGF,colon
152743,CDK8,NAT16,colon
152744,CDK8,CUX1,colon
152745,CDK8,CTB-111H14.1,colon
152746,CDK8,HBP1,colon
152747,CDK8,IFRD1,colon
152748,CDK8,AC079741.2,colon
152749,CDK8,TES,colon
152750,CDK8,RP11-667F14.1,colon
152751,CDK8,CAV2,colon
152752,CDK8,AC073130.3,colon
152753,CDK8,AC002066.1,colon
152754,CDK8,CAV1,colon
152755,CDK8,RP11-306G20.1,colon
152756,CDK8,MIR29A,colon
152757,CDK8,MIR29B1,colon
152758,CDK8,MIR29B1,colon
152759,CDK8,RP11-138A9.1,colon
152762,CDK8,NOS3,colon
152763,CDK8,ABCB8,colon
152764,CDK8,SLC4A2,colon
152765,CDK8,CDK5,colon
152766,CDK8,CDC25B,colon
152767,CDK8,RP5-1009E24.8,colon
152768,CDK8,RP5-1009E24.9,colon
152769,CDK8,AP5S1,colon
152770,CDK8,MAVS,colon
152771,CDK8,BFSP1,colon
152772,CDK8,RP11-462D18.4,colon
152773,CDK8,DSTN,colon
152776,CDK8,HM13,colon
152777,CDK8,MCTS2P,colon
152778,CDK8,HM13-IT1,colon
152779,CDK8,HM13-AS1,colon
152780,CDK8,RP3-324O17.8,colon
152781,CDK8,RNU6-384P,colon
152782,CDK8,ID1,colon
152783,CDK8,MIR3193,colon
152785,CDK8,UQCC1,colon
152786,CDK8,LINC00657,colon
152787,CDK8,RP4-550H1.5,colon
152788,CDK8,RP3-453C12.14,colon
152789,CDK8,SDC4,colon
152790,CDK8,TP53TG5,colon
152791,CDK8,DBNDD2,colon
152792,CDK8,B4GALT5,colon
152793,CDK8,RP11-112L6.3,colon
152794,CDK8,RP11-112L6.2,colon
152796,CDK8,NPEPL1,colon
152797,CDK8,LAMA5-AS1,colon
152798,CDK8,LAMA5,colon
152799,CDK8,NTSR1,colon
152800,CDK8,EEF1A2,colon
152801,CDK8,RTEL1-TNFRSF6B,colon
152802,CDK8,RTEL1,colon
152803,CDK8,TNFRSF6B,colon
152804,CDK8,ARFRP1,colon
152805,CDK8,EPS8L2,colon
152806,CDK8,AP006621.9,colon
152807,CDK8,TALDO1,colon
152808,CDK8,CD151,colon
152809,CDK8,KCNQ1-AS1,colon
152810,CDK8,SLC22A18,colon
152811,CDK8,SLC22A18AS,colon
152812,CDK8,PHLDA2,colon
152813,CDK8,NAP1L4,colon
152814,CDK8,SBF2,colon
152818,CDK8,MTRNR2L8,colon
152819,CDK8,RNF141,colon
152820,CDK8,MRVI1-AS1,colon
152821,CDK8,ZBED5,colon
152822,CDK8,ZBED5-AS1,colon
152823,CDK8,CTD-2003C8.2,colon
152824,CDK8,RCN1,colon
152825,CDK8,ABTB2,colon
152826,CDK8,MAPK8IP1,colon
152827,CDK8,DDB2,colon
152828,CDK8,TNKS1BP1,colon
152829,CDK8,AP000662.4,colon
152830,CDK8,CLP1,colon
152831,CDK8,YPEL4,colon
152832,CDK8,AP000640.10,colon
152833,CDK8,STX3,colon
152834,CDK8,AHNAK,colon
152836,CDK8,RP11-864I4.4,colon
152837,CDK8,MIR6747,colon
152838,CDK8,GPR137,colon
152839,CDK8,BAD,colon
152840,CDK8,RP11-783K16.10,colon
152841,CDK8,TEX40,colon
152842,CDK8,ESRRA,colon
152843,CDK8,AP001453.1,colon
152844,CDK8,TRMT112,colon
152845,CDK8,PRDX5,colon
152846,CDK8,AP003774.1,colon
152847,CDK8,CCDC88B,colon
152848,CDK8,MIR7155,colon
152849,CDK8,RPS6KA4,colon
152850,CDK8,MIR1237,colon
152851,CDK8,CDC42BPG,colon
152852,CDK8,EHD1,colon
152853,CDK8,MIR6751,colon
152854,CDK8,SYVN1,colon
152855,CDK8,HIGD1AP10,colon
152857,CDK8,SLC25A45,colon
152868,CDK8,SCYL1,colon
152869,CDK8,LTBP3,colon
152870,CDK8,RP11-856B14.10,colon
152871,CDK8,SSSCA1-AS1,colon
152872,CDK8,SSSCA1,colon
152873,CDK8,FAM89B,colon
152874,CDK8,EHBP1L1,colon
152875,CDK8,FIBP,colon
152876,CDK8,CCDC85B,colon
152877,CDK8,FOSL1,colon
152878,CDK8,C11orf68,colon
152879,CDK8,DRAP1,colon
152880,CDK8,CATSPER1,colon
152881,CDK8,RIN1,colon
152882,CDK8,SPTBN2,colon
152883,CDK8,POLD4,colon
152884,CDK8,CTC-1337H24.3,colon
152885,CDK8,RN7SKP239,colon
152886,CDK8,AP003419.11,colon
152887,CDK8,CLCF1,colon
152888,CDK8,CTC-1337H24.4,colon
152889,CDK8,RAD9A,colon
152890,CDK8,TMEM134,colon
152891,CDK8,GSTP1,colon
152892,CDK8,AP000487.5,colon
152893,CDK8,CTTN,colon
152894,CDK8,C2CD3,colon
152895,CDK8,RP11-691F15.1,colon
152896,CDK8,GDPD5,colon
152897,CDK8,YAP1,colon
152901,CDK8,MIR4492,colon
152903,CDK8,RN7SL688P,colon
152904,CDK8,H2AFX,colon
152905,CDK8,NLRX1,colon
152906,CDK8,MIR100,colon
152907,CDK8,RP11-820L6.1,colon
152908,CDK8,C14orf93,colon
152909,CDK8,RP11-298I3.3,colon
152910,CDK8,MIA2,colon
152911,CDK8,RP11-407N17.3,colon
152912,CDK8,CTAGE5,colon
152913,CDK8,RP11-407N17.5,colon
152914,CDK8,TBPL2,colon
152915,CDK8,FLJ22447,colon
152916,CDK8,PLEKHG3,colon
152918,CDK8,CTD-2509G16.1,colon
152919,CDK8,FAM71D,colon
152920,CDK8,RAD51B,colon
152921,CDK8,ZFP36L1,colon
152922,CDK8,MIR4505,colon
152923,CDK8,ELMSAN1,colon
152924,CDK8,LTBP2,colon
152925,CDK8,CTD-2207P18.2,colon
152927,CDK8,RP11-7F17.7,colon
152929,CDK8,RP11-7F17.1,colon
152931,CDK8,CTD-2555C10.3,colon
152932,CDK8,RN7SL546P,colon
152933,CDK8,RCOR1,colon
152934,CDK8,RP11-661D19.3,colon
152935,CDK8,TRAF3,colon
152936,CDK8,KLC1,colon
152937,CDK8,MIR4710,colon
152938,CDK8,RP11-982M15.6,colon
152939,CDK8,INF2,colon
152941,CDK8,AHNAK2,colon
152942,CDK8,C14orf79,colon
152943,CDK8,NXN,colon
152945,CDK8,CRK,colon
152946,CDK8,MYO1C,colon
152947,CDK8,MNT,colon
152948,CDK8,CAMKK1,colon
152949,CDK8,SLC25A11,colon
152950,CDK8,RNF167,colon
152951,CDK8,PFN1,colon
152952,CDK8,ENO3,colon
152953,CDK8,SPAG7,colon
152954,CDK8,RP5-1050D4.3,colon
152955,CDK8,CAMTA2,colon
152958,CDK8,RP5-1050D4.2,colon
152959,CDK8,ALOXE3,colon
152960,CDK8,HES7,colon
152961,CDK8,PER1,colon
152962,CDK8,ZNF18,colon
152963,CDK8,RNU11-2P,colon
152964,CDK8,RAI1,colon
152965,CDK8,SREBF1,colon
152966,CDK8,FAM83G,colon
152967,CDK8,MAP2K3,colon
152968,CDK8,RP11-173M1.4,colon
152969,CDK8,RP11-173M1.5,colon
152970,CDK8,MYO18A,colon
152971,CDK8,RP11-321A17.4,colon
152972,CDK8,GIT1,colon
152973,CDK8,ANKRD13B,colon
152975,CDK8,RP5-837J1.4,colon
152977,CDK8,ARHGAP23,colon
152978,CDK8,RPS20P35,colon
152979,CDK8,LASP1,colon
152980,CDK8,ERBB2,colon
152982,CDK8,MIEN1,colon
152983,CDK8,GRB7,colon
152984,CDK8,NR1D1,colon
152985,CDK8,RAPGEFL1,colon
152986,CDK8,RARA,colon
152987,CDK8,JUP,colon
152988,CDK8,ATP6V0A1,colon
152989,CDK8,TUBG2,colon
152990,CDK8,PLEKHH3,colon
152991,CDK8,CTD-3193K9.4,colon
152992,CDK8,CCR10,colon
152993,CDK8,CNTNAP1,colon
152994,CDK8,RP11-392O1.4,colon
152995,CDK8,ETV4,colon
152996,CDK8,HDAC5,colon
152997,CDK8,OSBPL7,colon
152998,CDK8,MRPL10,colon
152999,CDK8,SP6,colon
153000,CDK8,RP11-1094H24.4,colon
153001,CDK8,ITGA3,colon
153002,CDK8,PPP1R9B,colon
153003,CDK8,COL1A1,colon
153004,CDK8,RP11-893F2.5,colon
153005,CDK8,RP11-893F2.6,colon
153008,CDK8,ABCC3,colon
153009,CDK8,RP11-294J22.6,colon
153010,CDK8,Y_RNA,colon
153011,CDK8,ANKRD40,colon
153012,CDK8,SPAG9,colon
153013,CDK8,RP11-166P13.3,colon
153014,CDK8,AKAP1,colon
153016,CDK8,CUEDC1,colon
153017,CDK8,VEZF1,colon
153018,CDK8,RP11-159D12.3,colon
153019,CDK8,RNF43,colon
153021,CDK8,VMP1,colon
153022,CDK8,MIR21,colon
153023,CDK8,RNU6-450P,colon
153024,CDK8,SMURF2,colon
153025,CDK8,AC132812.1,colon
153026,CDK8,AXIN2,colon
153027,CDK8,RP11-401F2.3,colon
153028,CDK8,HELZ,colon
153029,CDK8,PSMD12,colon
153030,CDK8,PITPNC1,colon
153032,CDK8,LINC00511,colon
153033,CDK8,RNA5SP448,colon
153034,CDK8,GPRC5C,colon
153035,CDK8,AC111186.1,colon
153036,CDK8,SLC16A5,colon
153037,CDK8,Y_RNA,colon
153038,CDK8,ARMC7,colon
153039,CDK8,MYO15B,colon
153040,CDK8,RP11-474I11.8,colon
153041,CDK8,RP11-474I11.7,colon
153042,CDK8,SAP30BP,colon
153043,CDK8,ITGB4,colon
153044,CDK8,TRIM47,colon
153045,CDK8,RP11-552F3.9,colon
153046,CDK8,PRPSAP1,colon
153050,CDK8,RP11-285E9.6,colon
153051,CDK8,SEPT9,colon
153052,CDK8,TMC6,colon
153053,CDK8,TMC8,colon
153054,CDK8,C17orf99,colon
153055,CDK8,AC061992.2,colon
153056,CDK8,TIMP2,colon
153057,CDK8,BAIAP2,colon
153058,CDK8,TMEM105,colon
153059,CDK8,RP11-455O6.9,colon
153060,CDK8,RP11-1055B8.9,colon
153061,CDK8,AC139149.1,colon
153062,CDK8,ACTG1,colon
153063,CDK8,RP13-766D20.1,colon
153064,CDK8,RP13-766D20.2,colon
153065,CDK8,FSCN2,colon
153066,CDK8,AC139530.1,colon
153067,CDK8,HGS,colon
